season,team_name,role,name
2018,Cleveland Browns,Head of strength and conditioning,Larry Jackson
2018,Cleveland Browns,Strength and conditioning coordinator,Evan Marcus
2018,Cleveland Browns,Strength and conditioning assistant,Josh Christovich
2018,Cleveland Browns,Strength and conditioning assistant,Monty Gibson
2018,Cleveland Browns,Strength and conditioning assistant,Dale Jones
2018,Cleveland Browns,"Director, high performance",Adam Beard
2018,Cleveland Browns,Sports scientist,Jamey Mroz
2018,Dallas Cowboys,Owner/president/general manager,Jerry Jones
2018,Dallas Cowboys,COO/executive vice president/director of player personnel,Stephen Jones
2018,Dallas Cowboys,Director of salary cap & player contracts,Adam Prasifka
2018,Dallas Cowboys,Vice president player personnel,Will McClay
2018,Dallas Cowboys,"Senior executive, college scouting",Tom Ciskowski
2018,Dallas Cowboys,Director of college scouting,Lionel Vital
2018,Dallas Cowboys,Director of pro scouting,Alex Loomis
2018,Dallas Cowboys,Assistant director of college scouting,Chris Hall
2018,Dallas Cowboys,Director of football research,Tom Robinson
2018,Dallas Cowboys,Head coach,Jason Garrett
2018,Dallas Cowboys,Offensive coordinator,Scott Linehan
2018,Dallas Cowboys,Quarterbacks,Kellen Moore
2018,Dallas Cowboys,Running backs,Gary Brown
2018,Dallas Cowboys,Wide receivers,Sanjay Lal
2018,Dallas Cowboys,Assistant wide receivers,Kyle Valero
2018,Dallas Cowboys,Tight ends,Doug Nussmeier
2018,Dallas Cowboys,Offensive line,Marc Colombo
2018,Dallas Cowboys,Offensive assistant,Stephen Brown
2018,Dallas Cowboys,Defensive coordinator/defensive line,Rod Marinelli
2018,Dallas Cowboys,Defensive tackles,Leon Lett
2018,Dallas Cowboys,Linebackers,Ben Bloom
2018,Dallas Cowboys,Defensive backs/passing game coordinator,Kris Richard
2018,Dallas Cowboys,Safeties,Greg Jackson
2018,Dallas Cowboys,Defensive assistant,Ken Amato
2018,Dallas Cowboys,Special teams coordinator,Keith O'Quinn
2018,Dallas Cowboys,Assistant special teams,Doug Colman
2018,Dallas Cowboys,Director of strength and conditioning,Mike Woicik
2018,Dallas Cowboys,Strength and conditioning,Brett Bech
2018,Dallas Cowboys,Strength and conditioning,Markus Paul
2018,Dallas Cowboys,Assistant strength and conditioning,Kendall Smith
2018,Denver Broncos,Owner,Pat Bowlen
2018,Denver Broncos,President/CEO,Joe Ellis
2018,Denver Broncos,President of football operations/general manager,John Elway
2018,Denver Broncos,Director of player personnel,Matt Russell
2018,Denver Broncos,Senior personnel advisor,Gary Kubiak
2018,Denver Broncos,Director of pro personnel,A.J. Durso
2018,Denver Broncos,Director of college scouting,Brian Stark
2018,Denver Broncos,Director of football administration,Mike Sullivan
2018,Denver Broncos,Director of team administration,Mark Thewes
2018,Denver Broncos,Director of player development,Ray Jackson
2018,Denver Broncos,Director of football analytics,Mitch Tanney
2018,Denver Broncos,Head coach,Vance Joseph
2018,Denver Broncos,Assistant to head coach,Rob Grosso
2018,Denver Broncos,Offensive coordinator,Bill Musgrave
2018,Denver Broncos,Quarterbacks,Mike Sullivan
2018,Denver Broncos,Running backs,Curtis Modkins
2018,Denver Broncos,Wide receivers,Zach Azzanni
2018,Denver Broncos,Tight ends,Geep Chryst
2018,Denver Broncos,Offensive assistant/quarterbacks,Klint Kubiak
2018,Denver Broncos,Offensive quality control,Christopher Kragthorpe
2018,Denver Broncos,Defensive coordinator,Joe Woods
2018,Denver Broncos,Defensive line,Bill Kollar
2018,Denver Broncos,Assistant defensive line,Chris Beake
2018,Denver Broncos,Linebackers,Reggie Herring
2018,Denver Broncos,Defensive backs,Marcus Robertson
2018,Denver Broncos,Defensive backs,Greg Williams
2018,Denver Broncos,Defensive quality control,Charles Gordon
2018,Denver Broncos,Special teams coordinator,Tom McMahon
2018,Denver Broncos,Assistant special teams,Chris Gould
2018,Denver Broncos,Head strength and conditioning,Loren Landow
2018,Denver Broncos,Assistant strength and conditioning,Tyler Hill
2018,Denver Broncos,Assistant strength and conditioning,Anthony Lomando
2018,Denver Broncos,Assistant strength and conditioning,Cedric Smith
2018,Detroit Lions,Owner/chairwoman,Martha Firestone Ford
2018,Detroit Lions,Vice chairman,William Clay Ford Jr.
2018,Detroit Lions,President,Rod Wood
2018,Detroit Lions,Special advisor to the president,Ernie Accorsi
2018,Detroit Lions,COO,Allison Maki
2018,Detroit Lions,Executive vice president/general manager,Bob Quinn
2018,Detroit Lions,Vice president of football administration,Matt Harriss
2018,Detroit Lions,Vice president of player personnel,Kyle O'Brien
2018,Detroit Lions,Director of player personnel,Lance Newmark
2018,Detroit Lions,Director of pro scouting,Brendan Prophett
2018,Detroit Lions,Assistant director of college scouting,Dave Sears
2018,Detroit Lions,Assistant director of pro scouting,Rob Lohman
2018,Detroit Lions,Senior Personnel Executive,Jimmy Raye III
2018,Detroit Lions,Head coach,Matt Patricia
2018,Detroit Lions,Offensive coordinator,Jim Bob Cooter
2018,Detroit Lions,Quarterbacks,George Godsey
2018,Detroit Lions,Running backs,David Walker
2018,Detroit Lions,Wide receivers,Robert Prince
2018,Detroit Lions,Tight ends,Chris White
2018,Detroit Lions,Offensive line,Jeff Davidson
2018,Detroit Lions,Assistant offensive line,Hank Fraley
2018,Detroit Lions,Offensive assistant/quality control,Brian Picucci
2018,Detroit Lions,Offensive assistant,Derius Swinton II
2018,Detroit Lions,Defensive coordinator,Paul Pasqualoni
2018,Detroit Lions,Defensive line,Bo Davis
2018,Detroit Lions,Linebackers,Al Golden
2018,Detroit Lions,Defensive backs,Brian Stewart
2018,Detroit Lions,Defensive quality control,Steven Williams
2018,Detroit Lions,Defensive assistant,Steve Gregory
2018,Detroit Lions,Special teams coordinator,Joe Marciano
2018,Detroit Lions,Special teams assistant,Devin Fitzsimmons
2018,Detroit Lions,Head strength and conditioning,Harold Nash
2018,Detroit Lions,Assistant strength and conditioning,Josh Schuler
2018,Green Bay Packers,Executive committee,Board of directors
2018,Green Bay Packers,President/CEO,Mark Murphy
2018,Green Bay Packers,General manager,Brian Gutekunst
2018,Green Bay Packers,Executive vice president/director of football operations,Russ Ball
2018,Green Bay Packers,Senior advisor to football operations,Ted Thompson
2018,Green Bay Packers,Director of college scouting,Matt Malaspina
2018,Green Bay Packers,National scout,Sam Seale
2018,Green Bay Packers,Interim Head coach/offensive coordinator,Joe Philbin
2018,Green Bay Packers,Pass game coordinator,Jim Hostler
2018,Green Bay Packers,Quarterbacks,Frank Cignetti Jr.
2018,Green Bay Packers,Running backs,Ben Sirmans
2018,Green Bay Packers,Wide receivers,David Raih
2018,Green Bay Packers,Tight ends,Brian Angelichio
2018,Green Bay Packers,Offensive line/run game coordinator,James Campen
2018,Green Bay Packers,Assistant offensive line,Jeff Blasko
2018,Green Bay Packers,Defensive coordinator,Mike Pettine
2018,Green Bay Packers,Pass game coordinator,Joe Whitt Jr.
2018,Green Bay Packers,Defensive line,Jerry Montgomery
2018,Green Bay Packers,Linebackers/run game coordinator,Patrick Graham
2018,Green Bay Packers,Secondary,Jason Simmons
2018,Green Bay Packers,Defensive assistant/outside linebackers,Scott McCurley
2018,Green Bay Packers,Defensive quality control,Ryan Downard
2018,Green Bay Packers,Special teams coordinator,Ron Zook
2018,Green Bay Packers,Special teams assistant,Maurice Drayton
2018,Green Bay Packers,Strength and conditioning coordinator,Mark Lovat
2018,Green Bay Packers,Strength and conditioning assistant,Chris Gizzi
2018,Green Bay Packers,Strength and conditioning assistant,Thadeus Jackson
2018,Green Bay Packers,Strength and conditioning assistant,Grant Thorne
2018,Houston Texans,Owner,Janice McNair and D. Cal McNair
2018,Houston Texans,President,Jamey Rootes
2018,Houston Texans,General manager,Brian Gaine
2018,Houston Texans,Executive vice president of football operations,Rick Smith
2018,Houston Texans,Senior vice president of football administration,Chris Olsen
2018,Houston Texans,Director of college scouting,Jon Carr
2018,Houston Texans,Assistant director of college scouting,Mike Martin
2018,Houston Texans,Director of pro personnel,Rob Kisiel
2018,Houston Texans,Assistant director of pro personnel,C.J. Leak
2018,Houston Texans,Head coach,Bill O'Brien
2018,Houston Texans,Assistant head coach/defensive coordinator,Romeo Crennel
2018,Houston Texans,Quarterbacks,Sean Ryan
2018,Houston Texans,Running backs,Danny Barrett
2018,Houston Texans,Wide receivers,John Perry
2018,Houston Texans,Tight ends,Tim Kelly
2018,Houston Texans,Offensive line,Mike Devlin
2018,Houston Texans,Offensive assistant/assistant offensive line,Will Lawing
2018,Houston Texans,Offensive assistant/special teams assistant,Wes Welker
2018,Houston Texans,Defensive line,Anthony Weaver
2018,Houston Texans,Senior defensive assistant/outside linebackers,John Pagano
2018,Houston Texans,Inside linebackers,Bobby King
2018,Houston Texans,Secondary,Anthony Midget
2018,Houston Texans,Assistant secondary,D'Anton Lynn
2018,Houston Texans,Defensive quality control,Matt O'Donnell
2018,Houston Texans,Special teams coordinator,Brad Seely
2018,Houston Texans,Assistant special teams,Tracy Smith
2018,Houston Texans,Senior director of sports performance,Luke Richesson
2018,Houston Texans,Assistant strength and conditioning,Brian Bell
2018,Houston Texans,Assistant strength and conditioning,Ian Jones
2018,Indianapolis Colts,Owner,Jim Irsay
2018,Indianapolis Colts,General manager,Chris Ballard
2018,Indianapolis Colts,Vice president of player personnel,Rex Hogan
2018,Indianapolis Colts,Vice president of player personnel,Ed Dodds
2018,Indianapolis Colts,Senior player personnel scout,Todd Vasvari
2018,Indianapolis Colts,Director of football administration,Mike Bluem
2018,Indianapolis Colts,Director of pro personnel,Kevin Rogers Jr.
2018,Indianapolis Colts,Director of college scouting,Morocco Brown
2018,Indianapolis Colts,Assistant director of college scouting,Matt Tarpening
2018,Indianapolis Colts,Player personnel strategist,Brian Decker
2018,Indianapolis Colts,Head Coach,Frank Reich
2018,Indianapolis Colts,Offensive coordinator,Nick Sirianni
2018,Indianapolis Colts,Assistant quarterbacks,Marcus Brady
2018,Indianapolis Colts,Running backs,Tom Rathman
2018,Indianapolis Colts,Wide receivers,Kevin Patullo
2018,Indianapolis Colts,Tight ends,Tom Manning
2018,Indianapolis Colts,Offensive line,Dave DeGuglielmo
2018,Indianapolis Colts,Assistant offensive line,Bobby Johnson
2018,Indianapolis Colts,Offensive quality control,Gunnard Twyner
2018,Indianapolis Colts,Defensive coordinator,Matt Eberflus
2018,Indianapolis Colts,Defensive line,Mike Phair
2018,Indianapolis Colts,Linebackers,Dave Borgonzi
2018,Indianapolis Colts,Cornerbacks,Jonathan Gannon
2018,Indianapolis Colts,Safeties,Alan Williams
2018,Indianapolis Colts,Defensive quality control,David Overstreet II
2018,Indianapolis Colts,Pass Rush Consultant/Player Development,Robert Mathis
2018,Indianapolis Colts,Special teams coordinator,Raymond Ventrone
2018,Indianapolis Colts,Assistant special teams,Frank Ross
2018,Indianapolis Colts,Director of sports performance,Rusty Jones
2018,Indianapolis Colts,Sports science & conditioning,Ryan Podell
2018,Indianapolis Colts,Assistant strength and conditioning,Richard Howell
2018,Indianapolis Colts,Assistant strength and conditioning,Doug McKenney
2018,Jacksonville Jaguars,Owner,Shahid Khan
2018,Jacksonville Jaguars,President,Mark Lamping
2018,Jacksonville Jaguars,Executive vice president of football operations,Tom Coughlin
2018,Jacksonville Jaguars,General manager,David Caldwell
2018,Jacksonville Jaguars,Special assistant to the general manager,John Idzik Jr.
2018,Jacksonville Jaguars,Director of football administration,Tim Walsh
2018,Jacksonville Jaguars,Director of football operations,Hamzah Ahmad
2018,Jacksonville Jaguars,Director of professional scouting,Chris Polian
2018,Jacksonville Jaguars,Assistant director of player personnel,Andy Dengler
2018,Jacksonville Jaguars,Director of pro personnel,Chris Driggers
2018,Jacksonville Jaguars,Assistant director of pro personnel,DeJuan Polk
2018,Jacksonville Jaguars,Director of college scouting,Mark Ellenz
2018,Jacksonville Jaguars,Assistant director of college scouting,Paul Roell
2018,Jacksonville Jaguars,Director of player development and youth football,Marcus Pollard
2018,Jacksonville Jaguars,Director of team administration,Tyler Wolf
2018,Jacksonville Jaguars,Head coach,Doug Marrone
2018,Jacksonville Jaguars,Offensive coordinator,Nathaniel Hackett
2018,Jacksonville Jaguars,Interim offensive coordinator/quarterbacks,Scott Milanovich
2018,Jacksonville Jaguars,Running backs,Tyrone Wheatley
2018,Jacksonville Jaguars,Wide receivers,Keenan McCardell
2018,Jacksonville Jaguars,Tight ends,Ron Middleton
2018,Jacksonville Jaguars,Offensive line,Pat Flaherty
2018,Jacksonville Jaguars,Assistant offensive line,Tony Sparano
2018,Jacksonville Jaguars,Offensive assistant,John Donovan
2018,Jacksonville Jaguars,Offense research,Eric Price
2018,Jacksonville Jaguars,Defensive coordinator,Todd Wash
2018,Jacksonville Jaguars,Defensive line,Marion Hobby
2018,Jacksonville Jaguars,Assistant defensive line,Jason Rebrovich
2018,Jacksonville Jaguars,Linebackers,Mark Collins
2018,Jacksonville Jaguars,Assistant linebackers,Mike Rutenberg
2018,Jacksonville Jaguars,Secondary,Perry Fewell
2018,Jacksonville Jaguars,Assistant defensive backs,Joe Danna
2018,Jacksonville Jaguars,Special teams coordinator,Joe DeCamillis
2018,Jacksonville Jaguars,Assistant special teams,Mike Mallory
2018,Jacksonville Jaguars,Strength and conditioning,Tom Myslinski
2018,Jacksonville Jaguars,Assistant strength and conditioning,Cedric Scott
2018,Jacksonville Jaguars,Strength & conditioning associate,Alex Hampton
2018,Jacksonville Jaguars,Strength & conditioning associate,Jess Langvardt
2018,Kansas City Chiefs,Chairman/CEO,Clark Hunt
2018,Kansas City Chiefs,President,Mark Donovan
2018,Kansas City Chiefs,General manager,Brett Veach
2018,Kansas City Chiefs,Director of football administration,Brandt Tilis
2018,Kansas City Chiefs,Salary cap & legal executive,Chris Shea
2018,Kansas City Chiefs,Director of player personnel,Mike Borgonzi
2018,Kansas City Chiefs,Director of college scouting,Ryan Poles
2018,Kansas City Chiefs,Assistant director of college scouting,Ryne Nutt
2018,Kansas City Chiefs,College Scouting Coordinator,Greg Castillo
2018,Kansas City Chiefs,Director of pro personnel,Tim Terry
2018,Kansas City Chiefs,Head coach,Andy Reid
2018,Kansas City Chiefs,Assistant head coach/special teams coordinator,Dave Toub
2018,Kansas City Chiefs,Offensive coordinator,Eric Bieniemy
2018,Kansas City Chiefs,Quarterbacks,Mike Kafka
2018,Kansas City Chiefs,Running backs,Deland McCullough
2018,Kansas City Chiefs,Wide receivers,Greg Lewis
2018,Kansas City Chiefs,Tight ends,Tom Melvin
2018,Kansas City Chiefs,Offensive line,Andy Heck
2018,Kansas City Chiefs,Assistant offensive line,Corey Matthaei
2018,Kansas City Chiefs,Offensive quality control,David Girardi
2018,Kansas City Chiefs,Pass game analyst/assistant quarterbacks,Joe Bleymaier
2018,Kansas City Chiefs,Defensive coordinator,Bob Sutton
2018,Kansas City Chiefs,Defensive line,Britt Reid
2018,Kansas City Chiefs,Outside linebackers,Mike Smith
2018,Kansas City Chiefs,Inside linebackers,Mark DeLeone
2018,Kansas City Chiefs,Defensive backs,Emmitt Thomas
2018,Kansas City Chiefs,Secondary/cornerbacks,Al Harris
2018,Kansas City Chiefs,Defensive Assistant,Alex Whittingham
2018,Kansas City Chiefs,Defensive quality control,Terry Bradden
2018,Kansas City Chiefs,Defensive quality control,Jay Valai
2018,Kansas City Chiefs,Assistant special teams,Rod Wilson
2018,Kansas City Chiefs,Statistical analysis coordinator,Mike Frazier
2018,Kansas City Chiefs,Director of video operations,Pat Brazil
2018,Kansas City Chiefs,Assistant director of video operations,Ken Radino
2018,Kansas City Chiefs,Video assistant,Colin Clark
2018,Kansas City Chiefs,Video assistant,Josh Schmidt
2018,Kansas City Chiefs,Strength and conditioning,Barry Rubin
2018,Kansas City Chiefs,Assistant strength and conditioning,Travis Crittenden
2018,Kansas City Chiefs,Assistant strength and conditioning,Devin Woodhouse
2018,Kansas City Chiefs,Sports science/conditioning,Ryan Reynolds
2018,Miami Dolphins,Chairman/managing general partner,Stephen Ross
2018,Miami Dolphins,Vice chairman/partner,Bruce Beal
2018,Miami Dolphins,Vice chairman,Jorge Perez
2018,Miami Dolphins,Vice chairman,Don Shula
2018,Miami Dolphins,Vice chairman,Matt Higgins
2018,Miami Dolphins,"Vice chairman, president and CEO",Tom Garfinkel
2018,Miami Dolphins,General manager,Chris Grier
2018,Miami Dolphins,Executive vice president of football operations,Mike Tannenbaum
2018,Miami Dolphins,"Senior director, football administration",Brandon Shore
2018,Miami Dolphins,"Director, college scouting",Adam Engroff
2018,Miami Dolphins,"Director, pro personnel",Anthony Hunt
2018,Miami Dolphins,Director of football research,Brian Fleury
2018,Miami Dolphins,"Director, football research & strategy",Matt Sheldon
2018,Miami Dolphins,"Senior director, football and player development",Joe Vitt
2018,Miami Dolphins,"Director, football and player development",Clyde Christensen
2018,Miami Dolphins,"Director, analytics",Dennis Lock
2018,Miami Dolphins,Head coach,Adam Gase
2018,Miami Dolphins,Associate head coach/special teams coordinator,Darren Rizzi
2018,Miami Dolphins,Assistant head coach/linebackers,Frank Bush
2018,Miami Dolphins,Assistant head coach/offense,Shawn Jefferson
2018,Miami Dolphins,Offensive coordinator,Dowell Loggains
2018,Miami Dolphins,Quarterbacks,Bo Hardegree
2018,Miami Dolphins,Running backs/run game coordinator,Eric Studesville
2018,Miami Dolphins,Wide receivers,Ben Johnson
2018,Miami Dolphins,Tight ends,Shane Day
2018,Miami Dolphins,Offensive line,Jeremiah Washburn
2018,Miami Dolphins,Assistant offensive line,Chris Kuper
2018,Miami Dolphins,Offensive quality control,Josh Grizzard
2018,Miami Dolphins,Defensive coordinator,Matt Burke
2018,Miami Dolphins,Defensive line,Kris Kocurek
2018,Miami Dolphins,Assistant defensive line,Andre Carter
2018,Miami Dolphins,Assistant linebackers,Charlie Bullen
2018,Miami Dolphins,Defensive backs,Tony Oden
2018,Miami Dolphins,Assistant defensive backs,Renaldo Hill
2018,Miami Dolphins,Defensive quality control,Rusty McKinney
2018,Miami Dolphins,Assistant special teams,Marwan Maalouf
2018,Miami Dolphins,Head strength and conditioning,Dave Puloka
2018,Miami Dolphins,Assistant strength and conditioning,Jim Arthur
2018,Minnesota Vikings,Owner/chairman,Zygi Wilf
2018,Minnesota Vikings,Owner/president,Mark Wilf
2018,Minnesota Vikings,Owner/vice chairman,Leonard Wilf
2018,Minnesota Vikings,General manager,Rick Spielman
2018,Minnesota Vikings,Assistant general manager,George Paton
2018,Minnesota Vikings,Executive vice president/chief marketing officer,Steve LaCroix
2018,Minnesota Vikings,Executive vice president/chief financial officer,Steve Poppen
2018,Minnesota Vikings,Chief operating officer,Kevin Warren
2018,Minnesota Vikings,Project executive,Don Becker
2018,Minnesota Vikings,Consultant,Bud Grant
2018,Minnesota Vikings,Head coach,Mike Zimmer
2018,Minnesota Vikings,Interim offensive coordinator/quarterbacks,Kevin Stefanski
2018,Minnesota Vikings,Assistant quarterbacks,Drew Petzing
2018,Minnesota Vikings,Running backs,Kennedy Polamalu
2018,Minnesota Vikings,Wide receivers,Darrell Hazell
2018,Minnesota Vikings,Tight ends,Todd Downing
2018,Minnesota Vikings,Defensive coordinator,George Edwards
2018,Minnesota Vikings,Defensive line,Andre Patterson
2018,Minnesota Vikings,Assistant defensive line,Robert Rodriguez
2018,Minnesota Vikings,Linebackers,Adam Zimmer
2018,Minnesota Vikings,Defensive backs,Jerry Gray
2018,Minnesota Vikings,Nickel/defensive backs,Terence Newman
2018,Minnesota Vikings,Defensive assistant/assistant defensive backs,Jeff Howard
2018,Minnesota Vikings,Defensive quality control coach,Nick Rallis
2018,Minnesota Vikings,Special teams coordinator,Mike Priefer
2018,Minnesota Vikings,Assistant special teams,Ryan Ficken
2018,Minnesota Vikings,Head strength and conditioning,Mark Uyeyama
2018,Minnesota Vikings,Assistant strength and conditioning,Derik Keyes
2018,Minnesota Vikings,Assistant strength and conditioning,Reshard Langford
2018,Minnesota Vikings,Assistant strength and conditioning,Chaz Mahle
2018,New England Patriots,Chairman/CEO,Robert Kraft
2018,New England Patriots,President,Jonathan Kraft
2018,New England Patriots,General manager,Bill Belichick
2018,New England Patriots,Director of player personnel,Nick Caserio
2018,New England Patriots,Director of college scouting,Monti Ossenfort
2018,New England Patriots,Director of pro personnel,Dave Ziegler
2018,New England Patriots,Assistant director of college scouting,Brian Smith
2018,New England Patriots,Director of scouting administration,Nancy Meier
2018,New England Patriots,Football research director,Ernie Adams
2018,New England Patriots,Director of football/head coach administration,Berj Najarian
2018,New England Patriots,Consultant to the head coach,Bret Bielema
2018,New England Patriots,Head coach,Bill Belichick
2018,New England Patriots,Offensive coordinator/quarterbacks,Josh McDaniels
2018,New England Patriots,Assistant quarterbacks,Jerry Schuplinski
2018,New England Patriots,Running backs,Ivan Fears
2018,New England Patriots,Wide receivers,Chad O'Shea
2018,New England Patriots,Tight ends,Nick Caley
2018,New England Patriots,Offensive line,Dante Scarnecchia
2018,New England Patriots,Coaching assistant,Atif Austin
2018,New England Patriots,Coaching assistant,Cole Popovich
2018,New England Patriots,Defensive line,Brendan Daly
2018,New England Patriots,Linebackers,Brian Flores
2018,New England Patriots,Cornerbacks,Josh Boyer
2018,New England Patriots,Safeties,Steve Belichick
2018,New England Patriots,Coaching assistant,Brian Belichick
2018,New England Patriots,Coaching assistant,DeMarcus Covington
2018,New England Patriots,Coaching assistant,Mike Pellegrino
2018,New England Patriots,Special teams,Joe Judge
2018,New England Patriots,Assistant special teams,Cameron Achord
2018,New England Patriots,Head strength and conditioning,Moses Cabrera
2018,New England Patriots,Assistant strength and conditioning,Deron Mayo
2018,New Orleans Saints,Owner,Gayle Benson
2018,New Orleans Saints,President,Dennis Lauscha
2018,New Orleans Saints,Executive vice president/general manager,Mickey Loomis
2018,New Orleans Saints,Asst general manager/college scouting director,Jeff Ireland
2018,New Orleans Saints,Vice president of football administration,Khai Harley
2018,New Orleans Saints,Director of operations,James Nagaoka
2018,New Orleans Saints,Director of pro scouting,Terry Fontenot
2018,New Orleans Saints,Head coach,Sean Payton
2018,New Orleans Saints,Assistant head coach/tight ends,Dan Campbell
2018,New Orleans Saints,Assistant to the head coach,Kevin Petry
2018,New Orleans Saints,Offensive coordinator,Pete Carmichael
2018,New Orleans Saints,Quarterbacks,Joe Lombardi
2018,New Orleans Saints,Running backs,Joel Thomas
2018,New Orleans Saints,Wide receivers,Ronald Curry
2018,New Orleans Saints,Offensive line,Dan Roushar
2018,New Orleans Saints,Assistant offensive line,Brendan Nugent
2018,New Orleans Saints,Senior offensive assistant,Curtis Johnson
2018,New Orleans Saints,Offensive assistant,Joe Brady
2018,New Orleans Saints,Defensive coordinator,Dennis Allen
2018,New Orleans Saints,Defensive line,Ryan Nielsen
2018,New Orleans Saints,Linebackers,Mike Nolan
2018,New Orleans Saints,Secondary,Aaron Glenn
2018,New Orleans Saints,Senior defensive assistant,Peter Giunta
2018,New Orleans Saints,Defensive assistant/linebackers,Michael Hodges
2018,New Orleans Saints,Defensive assistant,Leigh Torrence
2018,New Orleans Saints,Pass rush specialist,Brian Young
2018,New Orleans Saints,Special teams coordinator,Bradford Banta
2018,New Orleans Saints,Special teams coach,Mike Westhoff
2018,New Orleans Saints,Assistant special teams,Kevin O'Dea
2018,New Orleans Saints,Coaching assistant,Deuce Schwartz
2018,New Orleans Saints,Head strength and conditioning,Dan Dalrymple
2018,New Orleans Saints,Assistant strength and conditioning,Charles Byrd
2018,New Orleans Saints,Assistant strength and conditioning,Rob Wenning
2018,New York Giants,President/CEO,John Mara
2018,New York Giants,Chairman/executive vice president,Steve Tisch
2018,New York Giants,General manager,Dave Gettleman
2018,New York Giants,Vice president of football operations,Kevin Abrams
2018,New York Giants,Senior vice president of player personnel,Chris Mara
2018,New York Giants,Director of player personnel,Mark Koncz
2018,New York Giants,Director of pro personnel,Ken Sternfeld
2018,New York Giants,Assistant director of pro personnel,Matt Shauger
2018,New York Giants,Director of college scouting,Chris Pettit
2018,New York Giants,Director of player development,David Tyree
2018,New York Giants,Head coach,Pat Shurmur
2018,New York Giants,Offensive coordinator/quarterbacks,Mike Shula
2018,New York Giants,Running backs,Craig Johnson
2018,New York Giants,Wide receivers,Tyke Tolbert
2018,New York Giants,Tight ends,Lunda Wells
2018,New York Giants,Offensive line,Hal Hunter
2018,New York Giants,Assistant offensive line,Ben Wilkerson
2018,New York Giants,Offensive assistant,Ryan Roeder
2018,New York Giants,Defensive coordinator,James Bettcher
2018,New York Giants,Defensive line,Gary Emanuel
2018,New York Giants,Linebackers,Bill McGovern
2018,New York Giants,Assistant linebackers,Rob Leonard
2018,New York Giants,Defensive backs,Lou Anarumo
2018,New York Giants,Assistant defensive backs,Deshea Townsend
2018,New York Giants,Defensive assistant,Bobby Blick
2018,New York Giants,Special teams coordinator,Thomas McGaughey
2018,New York Giants,Assistant special teams,Anthony Blevins
2018,New York Giants,Assistant special teams,Tom Quinn
2018,New York Giants,Strength and conditioning,Aaron Wellman
2018,New York Giants,Assistant strength and conditioning,Thomas Stallworth
2018,New York Giants,Director of performance nutrition,Pratik Patel
2018,New York Giants,Performance manager,Joe Danos
2018,New York Jets,Owner,Woody Johnson
2018,New York Jets,Chairman/CEO,Christopher Johnson
2018,New York Jets,President,Neil Glat
2018,New York Jets,General manager,Mike Maccagnan
2018,New York Jets,Director of football administration,Jacqueline Davidson
2018,New York Jets,Director of player personnel,Brian Heimerdinger
2018,New York Jets,Director of college scouting,Matt Bazirgan
2018,New York Jets,Head coach,Todd Bowles
2018,New York Jets,Assistant head coach/inside linebackers,Mike Caldwell
2018,New York Jets,Offensive coordinator/quarterbacks,Jeremy Bates
2018,New York Jets,Running backs,Stump Mitchell
2018,New York Jets,Wide receivers,Karl Dorrell
2018,New York Jets,Tight ends,Jimmie Johnson
2018,New York Jets,Offensive line/run game coordinator,Rick Dennison
2018,New York Jets,Assistant offensive line,David Diaz-Infante
2018,New York Jets,Offensive assistant/assistant quarterbacks,Mick Lombardi
2018,New York Jets,Offensive assistant,Jason Vrable
2018,New York Jets,Defensive coordinator,Kacy Rodgers
2018,New York Jets,Defensive line,Robert Nunn
2018,New York Jets,Assistant defensive line,La'Roi Glover
2018,New York Jets,Outside linebackers,Kevin Greene
2018,New York Jets,Defensive backs,Dennard Wilson
2018,New York Jets,Assistant defensive backs,Steve Jackson
2018,New York Jets,Defensive assistant,Robby Brown
2018,New York Jets,Defensive quality control,Tim Atkins
2018,New York Jets,Special teams coordinator,Brant Boyer
2018,New York Jets,Special teams assistant,Jeff Hammerschmidt
2018,New York Jets,Head strength and conditioning,Justus Galac
2018,New York Jets,Assistant strength and conditioning,Aaron McLaurin
2018,New York Jets,Assistant strength and conditioning,Joe Giacobbe
2018,Philadelphia Eagles,Chairman/CEO,Jeffrey Lurie
2018,Philadelphia Eagles,President,Don Smolenski
2018,Philadelphia Eagles,Executive vice president of football operations,Howie Roseman
2018,Philadelphia Eagles,Senior football advisor,Tom Donahoe
2018,Philadelphia Eagles,Vice president of player personnel,Joe Douglas
2018,Philadelphia Eagles,Director of player personnel,Andy Weidl
2018,Philadelphia Eagles,Vice president of football operations and strategy,Alec Halaby
2018,Philadelphia Eagles,Senior director of college scouting,Anthony Patch
2018,Philadelphia Eagles,Director of college scouting,Ian Cunningham
2018,Philadelphia Eagles,Assistant director of college scouting,Alan Wolking
2018,Philadelphia Eagles,Director of pro scouting,Dwayne Joseph
2018,Philadelphia Eagles,Assistant director of pro scouting,Brandon Brown
2018,Philadelphia Eagles,Vice president of football administration,Jake Rosenberg
2018,Philadelphia Eagles,Director of football operations,Jon Ferrari
2018,Philadelphia Eagles,Director of team travel & football logistics,Dan Ryan
2018,Philadelphia Eagles,Player personnel executive,T. J. McCreight
2018,Philadelphia Eagles,National scout,Patrick Stewart
2018,Philadelphia Eagles,Assistant director of football analytics,Taylor Rajack
2018,Philadelphia Eagles,Head coach,Doug Pederson
2018,Philadelphia Eagles,Assistant head coach/running backs,Duce Staley
2018,Philadelphia Eagles,Offensive coordinator,Mike Groh
